rating,votes,isbn,author,series,page_count,publisher,reviews,setting,awards,year,genre,title
3.92,699,,Nikolai Gogol,,,Varlık Yayınları,43,,,1835,Fiction,Записки сумасшедшего
3.68,65,0553159224,Francine Pascal,,,Sweet Valley,5,,,,Childrens,Jessica's Snobby Club (Sweet Valley Kids #26)
4.20,"10,413",,Penelope Douglas,,,Penguin Group (USA),"1,118",,,,New Adult,Rival
4.66,99,,Mercedes Lackey,,,,0,,,,Fantasy,B0046U3PPW
3.75,"4,200",0060528877,John Cheever,,,Harper Perennial Modern Classics,195,,,1957,Fiction,The Wapshot Chronicle
3.87,"4,990",0340796219,Enid Blyton,,,Hodder Children's Books,81,,,1948,Childrens,Five Go Off to Camp
4.12,153,,نبيل فاروق,,,المؤسسة العربية الحديثة,5,,,,,أرزاق
3.70,61,0590190180,Martin Oliver,,,Scholastic,3,,,1998,Non Fiction,Groovy Movies (Knowledge)
5.00,2,088029471X,Terence W. Whitaker,,,Dorset Press,0,,,September 1990,,"Haunted England: Royal Spirits, Castle Ghosts, Phantom Coaches, & Wailing Ghouls"
4.06,"1,478",0375856501,Mary Pope Osborne,,,Random House Books for Young Readers,89,,,December 15th 2009,Fantasy,"Leprechaun in Late Winter (Magic Tree House, #43)"
4.00,"1,421",1842120298,Henri Troyat,,,Phoenix Press,60,,,1977,History,Catherine la grande
4.34,315,,Janet Edwards,,,Harper Voyager UK,36,,,,Science Fiction,"000744351X
(ISBN13: 9780007443512)"
4.23,"1,356",,Judith Schalansky,,,Penguin Books,249,,,2009,Non Fiction,"Atlas der abgelegenen Inseln: Fünfzig Inseln, auf denen ich nie war und niemals sein werde"
3.60,"8,550",0061143316,Jennifer McMahon,,,William Morrow Paperbacks,"1,118",,,,Mystery,Promise Not to Tell
4.67,3,,Will Durant,,,دار الفكر - بيروت,0,,,1975,History,The Age of Napoleon (The Story Of Civilization #11)
4.08,"8,379",140279035X,Alistair MacLean,,,Sterling,174,,,1957,Fiction,The Guns of Navarone
3.93,"3,256",0618150765,Elizabeth George Speare,,,HMH Books for Young Readers,230,,,1957,Historical Fiction,Calico Captive
4.69,67,,Darussalam,,,Darussalam Publishers,0,,,,,B00EUC8IM6
4.01,"1,156",1584850221,Valerie Tripp,,,American Girl Publishing Inc,33,,,January 1st 2001,Historical Fiction,"Happy Birthday Kit: A Springtime Story (American Girls: Kit, #4)"
3.61,331,5170368127,Sergei Lukyanenko,,,ACT,6,,,1998,Fantasy,Осенние визиты
3.98,"1,113",1401211305,Sakura Tsukuba,,,CMX,17,,,April 5th 2005,Sequential Art,Penguin Revolution: Volume 1 (Penguin Revolution)
4.48,110,,Douglas Southall Freeman,,,New York: Charles Scribner's Sons,7,,,1942,Military History,Lee's Lieutenants: A Study In Command (Volume I: Manassas to Malvern Hill)
4.00,4,,Tony Bartelme,,,Evening Post Books,0,,,,,B00CXAB1BW
3.69,"3,973",1599906813,Carrie Jones,,,Bloomsbury USA Childrens,445,,,September 5th 2011,Young Adult,After Obsession
3.93,"4,264",1416520295,Sherrilyn Kenyon,,,Pocket Books,125,,,September 13th 2005,Romance,Bad Attitude
3.82,861,0310714893,Melody Carlson,,,Zondervan Publishing Company,51,,,May 1st 2008,Christian,"Stealing Bradford (Carter House Girls, Book 2)"
3.80,"2,092",045122437X,Jessica Andersen,,,Signet,187,,,June 2008,Fantasy,Night Keepers
4.24,"11,879",2290056944,Maya Banks,,,J'ai Lu,793,,,January 1st 2011,Romance,Seduction of a Highland Lass
4.32,"2,432",0152336796,Audrey Wood,,,HMH Books for Young Readers,214,,,January 1st 1987,Childrens,Heckedy Peg
4.00,2,,Erin L. Schneider,,,Disney-Hyperion,0,,,,Young Adult,English
3.56,204,0374404755,Jean Ferris,,,Square Fish,33,,,1998,Young Adult,Bad (Aerial Fiction)
3.39,145,,Wyatt Davenport,,389,Wyatt Davenport,36,,,May 1st 2011,Science Fiction,B0051XZKG0
3.80,252,0373621396,Alex Archer,,,Gold Eagle,13,,,November 1st 2009,Fantasy,Paradox
4.12,"8,411",0671670069,Julie Garwood,,,Pocket Books,178,,,January 1st 1990,Romance,"Guardian Angel (Crown's Spies, #2)"
4.40,5,,Crystal Linn,,,Helping Hands Press,0,,,January 11th 2013,,B00BNFHXL0
4.07,"41,439",,Amanda Hocking,,,Amanda Hocking,"2,781",,,,Fantasy,Ascend
4.39,"381,301",0618002235,J.R.R. Tolkien,,,Houghton Mifflin Harcourt,"4,699",,,1954,Classics,The Two Towers
3.64,"10,669",8811584388,Henry James,,,Garzanti,770,,,1880,Classics,Washington Square
3.57,207,,Jules Verne,,,Ace Science Fiction Classic D-434,21,,,1889,Classics,Sans dessus dessous
3.82,"167,665",,Mindy Kaling,,,,"13,574",,,January 1st 2011,Non Fiction,B004JN1D3M
4.04,"23,329",,Jules Verne,,,Public Domain Books,787,,,1874,Fantasy,The Mysterious Island
4.02,954,0312938500,Lori Handeland,,,St. Martin's Paperbacks,40,,,,Romance,"Rising Moon (Nightcreature, #6)"
4.55,467,,C.M. Owens,,,C.M. Owens,46,,,,Romance,B00L2FQEVG
3.50,300,0226537579,Edmund S. Morgan,,,University Of Chicago Press,16,,,1956,History,"The Birth of the Republic, 1763-89"
4.10,174,0871137356,Gary Kinder,,,Atlantic Monthly Press,38,,,November 30th 1981,Non Fiction,Victim: The Other Side of Murder
3.41,802,0375726179,Andrea Di Robilant,,,Vintage,127,,,January 1st 2003,Non Fiction,A Venetian Affair: A True Tale of Forbidden Love in the 18th Century
3.91,"1,014",0393310353,Avinash Dixit,,,W. W. Norton & Company,47,,,1991,Business,"Thinking Strategically: The Competitive Edge in Business, Politics, and Everyday Life"
4.46,"3,587",,Pablo Neruda,,200,City Lights Publishers,133,,,,Poetry,"0872864286
(ISBN13: 9780872864283)"
3.45,166,0439087627,Rachel Vail,,,Scholastic,7,,,1998,Childrens,"Please, Please, Please (The Friendship Ring, 2)"
4.50,12,0525245995,Heuvel Gerry Vander,,,Dutton Books,2,,,,,Crowns of Thorns and Glory: Mary Todd Lincoln and Varina Howell Davis: The Two First Ladies of the Civil War
3.93,"20,519",0060580674,James Rollins,Sigma Force,,HarperCollins Publishers,902,Oman,,June 1st 2004,Thriller,Sandstorm
4.11,"2,962",0553806947,Cody McFadyen,,,Bantam,191,,,2008,Thriller,"The Darker Side (Smoky Barrett, #3)"
3.80,408,,Michelle Sagara West,,,BenBella Books,18,,,1993,Fantasy,"193210092X
(ISBN13: 9781932100921)"
3.66,"2,492",0755320875,Penny Vincenzi,,,Headline Review,306,,,January 1st 2009,Womens Fiction,The Best of Times
3.65,129,0451170644,Charlotte Louise Dolan,,,Signet,20,,,,Regency,Three Lords for Lady Anne (Signet Regency Romance)
4.55,799,0892552743,Nâzım Hikmet,,288,Persea,40,,,,Asian Literature,Bütün Şiirleri
4.12,"1,809",0752837478,Lawrence Block,,,Orion,87,,,1990,Mystery,A Ticket to the Boneyard
3.89,"2,936",0061173975,Bart D. Ehrman,,,HarperOne,240,,,January 1st 2008,Religion,God's Problem: How the Bible Fails to Answer Our Most Important Question-Why We Suffer
3.68,"8,181",0441018688,Charlaine Harris,,,Ace Hardcover,686,,,August 1st 2010,Fantasy,"Death's Excellent Vacation (Night Huntress, #4.5, Sookie Stackhouse, #9.5, Aisling Grey #4.5)"
3.90,"5,633",006166751X,Pamela Palmer,Feral Warriors,,Avon,323,Virginia,,,Fantasy,Desire Untamed
3.38,535,0689841361,Margaret Peterson Haddix,,,Simon & Schuster Books for Young Readers,62,,,2001,Realistic Fiction,The Girl with 500 Middle Names
3.83,933,0312658877,Harriet Reisen,,444,Picador,239,,,January 1st 2009,Biography,Louisa May Alcott: The Woman Behind Little Women
4.08,473,0912500123,Norma Jane Bumgarner,,,La Leche League International,42,,,,Parenting,Mothering Your Nursing Toddler
3.91,"4,289",,Stuart Woods,,,,110,,,January 1st 1998,Fiction,Swimming To Catalina
4.14,"4,356",0345405013,Barbara W. Tuchman,,,Random House Trade Paperbacks,244,,,1966,History,The Proud Tower: A Portrait of the World Before the War 1890-1914
3.99,"2,962",1402220065,Marie Force,,,Sourcebooks Casablanca,209,,,June 1st 2009,Romance,Love at First Flight
3.96,633,0486295699,H.G. Wells,,,Dover Publications,30,,,1909,Science Fiction,The Country of the Blind and Other Stories
4.20,399,0340917466,Cressida Cowell,How to Train Your Dragon,,Hodder Children's Books,20,,,,Fantasy,"How to Train Your Viking, by Toothless the Dragon"
4.23,"1,832",0374524319,Grace Paley,,,"Farrar, Straus, and Giroux",126,,,1994,Short Stories,The Collected Stories
3.55,"1,023",0007197624,Barbara Taylor Bradford,,,HarperTorch,88,,,2006,Fiction,The Ravenscar Dynasty (Ravenscar #1)
4.04,"2,216",0374504938,Robert Graves,,,"Farrar, Straus and Giroux",125,,,1948,Fantasy,The White Goddess: A Historical Grammar of Poetic Myth
3.90,593,0553583263,Rick Riordan,,,Bantam,44,,,2005,Fiction,"Mission Road (Tres Navarre, #6)"
3.55,198,0441007090,Rebecca Bradley,,,Ace,13,,,1996,Fantasy,"Lady in Gil (Gil Trilogy, #1)"
3.36,122,1904048692,Mark Whitehead,,160,Pocket Essentials,18,,,2001,Crime,Jack the Ripper (Pocket Essentials: History)
3.88,418,,Shea Godfrey,,,Bold Strokes Books,38,,,,Fantasy,"1602821518
(ISBN13: 9781602821514)"
3.81,75,0981915302,Patricia V. Davis,,,Harper Davis Publishing,25,,,,Non Fiction,"Harlot's Sauce: A Memoir of Food, Family, Love, Loss, and Greece"
3.92,"5,203",,Anne Bishop,,,Saída de Emergência,167,,,March 1st 2007,Fantasy,Belladonna
4.31,"3,261",0446560065,Simon Tofield,,,Grand Central Publishing,214,,,2009,Humor,Simon's Cat
4.14,"1,780",075152753X,Joe McGinniss,,,Warner Books,118,,,1999,Sports And Games,The Miracle of Castel di Sangro: A Tale of Passion and Folly in the Heart of Italy
3.42,65,0030614775,Gordon Lish,,,Holt McDougal,9,,,1983,,Dear Mr. Capote
4.68,69,0863040764,Idries Shah,,,"Octagon Press, Limited",2,,,1998,Philosophy,Knowing How to Know : A Practical Philosophy in the Sufi Tradition
3.78,"4,228",1416974350,Albert Borris,,,Simon Pulse,350,,,June 24th 2009,Young Adult,Crash Into Me
3.60,"1,406",0786718919,Frank Schaeffer,,,Da Capo Press,255,,,September 28th 2007,Religion,"Crazy for God: How I Grew Up as One of the Elect, Helped Found the Religious Right, and Lived to Take All (or Almost All) of It Back"
3.72,"2,827",0446610801,Cecilia Dart-Thornton,,,Warner Books,175,,,2001,Fantasy,The Ill-Made Mute
4.49,201,,Gilbert Hernández,,,Fantagraphics Books,13,,,,Sequential Art,"1560970057
(ISBN13: 9781560970057)"
4.07,501,1560252286,Donn Pearce,,,Da Capo Press,56,,,January 1st 1965,Fiction,Cool Hand Luke
3.46,"2,327",,Kris Jenner,,,Gallery Books/Karen Hunter Publishing,290,,,September 4th 2011,Biography,"1451646984
(ISBN13: 9781451646986)"
4.26,"3,263",0425219712,J.D. Robb,,,Berkley,80,,,August 13th 2007,Mystery,"Three in Death (In Death, #7.5, #12.5, #22.5)"
3.87,"4,325",0486443833,Rudolf Erich Raspe,,,Dover Publications,65,,,1785,Classics,Feldzüge und Abenteuer des Freiherrn von Münchhausen
4.15,"19,881",0399504338,Edward Gorey,,,Perigee Books,227,,,1972,Art,Amphigorey
4.28,465,,Emily Dickinson,,,Everyman's Library,20,,,,Poetry,"0679429077
(ISBN13: 9780679429074)"
4.16,"1,712",006176521X,Stanley Milgram,,,Harper Perennial Modern Classics,84,,,1974,Psychology,Obedience to Authority: An Experimental View
4.54,26,1929241593,J. William Jones,,,"The Vision Forum, Inc.",4,,,1887,History,Christ in the Camp
4.20,920,,C.J. Cherryh,,,DAW Hardcover,67,,,,Science Fiction,"0756406544
(ISBN13: 9780756406547)"
4.23,"4,365",0446605158,Peter F. Hamilton,,,Aspect,77,,,,Science Fiction,"The Reality Dysfunction, part 1: emergence"
4.08,"1,184",0571205070,Tim Burton,,216,Faber & Faber,71,,,1995,Non Fiction,Burton on Burton
3.54,"3,031",0413644707,Caryl Churchill,,,Methuen Publishing,99,,,January 1st 1982,Plays,Top Girls
3.82,"16,542",0671004549,Mary Higgins Clark,,,Pocket Books,320,,,April 21st 1998,Mystery,You Belong to Me
3.93,97,,Arthur Conan Doyle,,349,Труд,2,,,,,"9545286687
(ISBN13: 9789545286681)"
4.03,"6,122",0142404624,Mike Lupica,,,Puffin Books,473,,,2004,Sports And Games,Travel Team
3.71,"1,197",,James Garner,,,Simon & Schuster,237,,,,Biography,"1451642601
(ISBN13: 9781451642605)"
3.62,174,,David Javerbaum,,,Spiegel & Grau,33,,,2009,Humor,"0385526474
(ISBN13: 9780385526470)"
3.99,"5,992",0425228681,Jill Shalvis,,,Berkley,291,,,,Romance,Double Play
3.69,"1,119",0802723381,Jessica Warman,,,Walker Childrens,282,,,,Young Adult,Beautiful Lies
3.65,904,2038715548,Voltaire,,,Editions Larousse,36,,,1767,Classics,L'Ingénu
4.10,"5,677",,Mallory Kass,,,Scholastic Inc.,127,,,,Adventure,"0545285046
(ISBN13: 9780545285049)"
3.47,"1,195",0425163628,Kevin J. Anderson,,,Berkley,9,,,,Media Tie In,"Return to Ord Mantell (Star Wars: Young Jedi Knights, #12)"
4.41,"9,132",1611186676,Cherise Sinclair,,,"Loose Id, LLC",505,,,November 28th 2011,Erotica,"To Command and Collar (Masters of the Shadowlands, #6)"
4.31,29,0968303188,Stuart McLean,,,Canadian Broadcasting Corporation (CBC Audio),1,,,July 2005,Adult Fiction,Vinyl Cafe Coast to Coast Story Service
4.03,"10,984",0451527542,Booker T. Washington,,,Signet Classics,502,,,January 1st 1900,Biography,Up from Slavery
4.38,628,,Muhammed Zafar Iqbal,,,Somoy Prakashan,7,,,,Fiction,9844584736
3.17,"4,106",0345500679,Katherine Neville,,,Ballantine Books,538,,,January 1st 2008,Fiction,The Fire
4.01,302,0394904141,John Willard Toland,,,Random House Childrens Books,28,,,1959,History,Battle: The Story of the Bulge
3.82,11,0746308345,Stevie Davies,,,Northcote House Publishers,0,,,1988,Biography,Emily Bronte (Writers and Their Work)
3.88,"2,668",0671024183,Colleen McCullough,,,Pocket Books,169,,,2000,Historical Fiction,Morgan's Run
3.75,4,,Alexandra von Grote,,,Heyne,0,,,,,"3453433769
(ISBN13: 9783453433762)"
4.33,426,,T.C. Southwell,,,"T C Southwell, via Smashwords",24,,,,Fantasy,Lord Protector
3.38,510,1551432803,Beth Goobie,,,,75,,,,Young Adult,The Lottery
4.00,81,0736423117,Annie North Bedford,,,Golden/Disney,3,,,1957,Childrens,Scamp (Little Golden Book)
4.12,255,,Bodie Thoene,,,Summerside Press,33,,,February 1st 2011,Historical Fiction,"1609361083
(ISBN13: 9781609361082)"
3.96,"7,544",0425235459,Jennifer Ashley,,316,Berkley Sensation,544,"London, England",,,Romance,"Lady Isabella's Scandalous Marriage (MacKenzies & McBrides, #2)"
3.61,23,,Panait Istrati,,,Varlık Yayınları,1,,,February 1st 1965,,9754341877
3.93,537,0140441832,Snorri Sturluson,,,Penguin Classics,27,,,1230,History,Haralds Saga Hardradi
3.76,280,9601616543,Soti Triantafillou,,,Εκδόσεις Πατάκη,10,,,,Fiction,Το εργοστάσιο των μολυβιών
3.55,44,0553159232,Francine Pascal,,,Sweet Valley,2,,,,Childrens,The Sweet Valley Cleanup Team (Sweet Valley Kids #27)
4.25,"1,509",,Stephen Briggs,,,Gollancz,24,,,,Sequential Art,"0575070714
(ISBN13: 9780575070714)"
3.64,134,0312203713,Richard E. Crabbe,,,Thomas Dunne Books,22,,,November 2000,Historical Fiction,Suspension
3.82,"3,926",1555940641,Mercedes Lackey,,,,33,,,1993,Fantasy,"The Robin & the Kestrel (Bardic Voices, #2)"
3.87,"4,612",,Enid Blyton,,,Hodder Children's Books,45,,,January 1st 1964,Childrens,"0340796359
(ISBN13: 9780340796351)"
2.00,5,9775365139,إدوار الخراط,,,دار ومطابع المستقبل,1,,,,,اسكندريتي
3.68,47,0590195700,Michael Cox,,,Scholastic,0,,,,Non Fiction,Mind-blowing Music (Knowledge)
3.85,"3,155",0448095289,Carolyn Keene,,,Grosset & Dunlap,43,,,,Mystery,The Clue of the Black Keys
4.25,4,1853067695,Betty Puttick,,,Countryside Books (GB),2,,,,,Supernatural England: Poltergeists - Ghosts - Hauntings (General History)
4.01,"1,688",037585648X,Mary Pope Osborne,,,Random House for Young Readers,103,,,January 1st 2009,Fantasy,"A Good Night for Ghosts (Magic Tree House, #42)"
4.19,"1,115",,Janet Chapman,,,,75,,,June 28th 2011,Romance,"Mystical Warrior (Midnight Bay, #3)"
4.31,"20,413",,Vince Flynn,,,Atria Books,654,,,October 13th 2008,Thriller,"1416595163
(ISBN13: 9781416595168)"
3.10,78,0140141499,Michael Pye,,,Penguin Books,13,,,January 1st 1996,Historical Fiction,The Drowning Room
3.80,"2,435",059010991X,Kristiana Gregory,,,Scholastic Inc.,63,,,,Historical Fiction,"The Great Railroad Race: the Diary of Libby West, Utah Territory 1868 (Dear America Series)"
3.85,"6,542",0756407133,Seanan McGuire,InCryptid,352,DAW,876,"New York City, New York",,,Fantasy,Discount Armageddon
4.55,111,,Rachel Higginson,,,,17,,,,Fantasy,English
3.87,"6,662",0553213784,L.M. Montgomery,Chronicles of Avonlea,,Bantam Starfire,168,,,1912,Classics,Chronicles of Avonlea
4.69,55,,Darussalam,,,Darussalam Publishers,0,,,,,B00EUF29O6
3.93,943,1584850205,Valerie Tripp,,,American Girl Publishing Inc,31,,,,Historical Fiction,"Kit's Surprise: A Christmas Story (American Girls: Kit, #3)"
4.31,16,5715003776,Вячеслав Рыбаков,,,Фолио,0,,,,,Дерни за веревочку
3.99,"2,239",0307590526,Richard Harvell,,,Crown,528,,,2010,Historical Fiction,The Bells
3.51,"3,080",0061999849,Nina Sankovitch,,,Harper,751,,,January 1st 2011,Non Fiction,Tolstoy and the Purple Chair: My Year of Magical Reading
4.47,40,185367656X,Mike Snook,,,Greenhill Books,8,,,,,How Can Man Die Better: The Secrets of Isandlwana Revealed
4.19,"4,455",0425233200,Sherrilyn Kenyon,,304,Berkley,180,,,July 6th 1999,Romance,"Dragonswan, Fire and Ice, Midsummer's Night Dream"
3.78,771,,Megan Maxwell,,,Versátil,55,,,,Romance,9788492929825
4.20,"6,760",0425232700,Lauren Dane,,,Berkley HEAT,342,"Seattle, Washington",Romantic Times Reviewers' Choice Award (RT Award) for Best Erotic (2010),,Romance,"Coming Undone (The Brown Siblings, #2)"
4.19,522,7119016636,Wu Cheng'en,,2346,Foreign Languages Press,51,,,1592,Classics,西遊記
4.23,94,,George Saunders,,,newyorker.com,3,,,,Short Stories,The Semplica-Girl Diaries
5.00,8,,Crystal Linn,,,Helping Hands Press,1,,,,,The Lady That I Love
4.10,10,0762744790,Harold Dellinger,,,Globe Pequot,0,,,,,Jesse James: The Best Writings on the Notorious Outlaw and His Gang
4.42,97,8806129341,Carlo Fruttero,,560,Einaudi,12,,,November 10th 1959,Fiction,Le meraviglie del possibile: antologia della fantascienza
4.42,"1,633",,L.D. Davis,,,,283,,,,Romance,English
3.93,"409,358",,Tina Fey,,,Reagan Arthur Books,"28,003",,,January 1st 2011,Non Fiction,Bossypants
4.01,356,0500276161,J.P. Mallory,,,Thames & Hudson,22,,,January 1st 1989,History,"In Search of the Indo-Europeans: Language, Archaeology, and Myth"
4.29,"2,091",0425171078,Lynn Kurland,,,Berkley,78,England,,1999,Romance,"The More I See You (De Piaget, #8)"
4.50,654,,C.M. Owens,,253,C.M. Owens,57,,,,Fantasy,B00JCA3F88
4.30,"2,375",0345477936,CLAMP,,,Del Rey,34,,,,Sequential Art,ツバサ -RESERVoir CHRoNiCLE- (Tsubasa: RESERVoir CHRoNiCLE) 6
4.14,127,014014417X,Jackson J. Benson,,,Penguin Books,6,,,,Biography,"John Steinbeck, Writer: A Biography"
3.82,38,0595091962,Rob Swigart,,,Backinprint.com,3,,,1977,Fiction,Little America : A Novel
3.98,"1,770",0345457145,John Birmingham,,,Del Rey,59,,,January 1st 2005,Science Fiction,Designated Targets
4.00,"2,018",0349118310,David Liss,,,Abacus,149,,,January 1st 2004,Historical Fiction,A Spectacle of Corruption
3.19,289,1551110431,Elizabeth Cary,,,Broadview Press,13,,,1613,Plays,The Tragedy of Mariam
3.43,7,0262540983,Avinash Dixit,,,Mit Press,0,,,1996,Economics,The Making of Economic Policy: A Transaction Cost Politics Perspective (The Munich Lectures)
3.46,147,0439087635,Rachel Vail,,,Scholastic,9,,,1998,Childrens,Not That I Care (Rachel Vail's the Friendship Ring Series)
3.90,"3,020",0394485289,Thomas Tryon,,,Knopf,249,,,1973,Horror,Harvest Home
3.95,"2,146",0385664761,Rabih Alameddine,,,Bond Street Books,347,,,2008,Fiction,The Hakawati
3.82,"5,068",0312947933,Christine Warren,,,St. Martin's Paperbacks,263,,,January 1st 2003,Fantasy,Fantasy Fix
4.02,"4,184",0451211723,John Jakes,,,Signet,93,,,1975,Historical Fiction,"The Rebels (Kent Family Chronicles, #2)"
4.60,"5,926",1573451657,Sheri L. Dew,,,Shadow Mountain,423,,,November 1996,Biography,Go Forward With Faith: The Biography of Gordon B. Hinckley
4.08,176,1594099774,Ichirou Ohkouchi,,,Bandai Entertainment,11,,,June 26th 2007,Sequential Art,コードギアス反攻のスザク 第1巻
3.90,"4,841",0425198480,Clive Cussler,,,Berkley,177,,,October 1st 2004,Adventure,Sacred Stone
4.00,"1,275",0752827480,Lawrence Block,,,Orion,74,,,October 1st 1994,Mystery,A Long Line of Dead Men
3.90,"17,542",,Kathy Reichs,,,Scribner Book Company,883,,,August 2007,Mystery,"0743294378
(ISBN13: 9780743294379)"
4.00,247,0316303631,John Reynolds Gardiner,,,"Little, Brown Books for Young Readers",41,,,January 1st 1984,Fiction,Top Secret
3.73,15,,Thurman L. Faison,,,Createspace,6,,,,Non Fiction,"1448692725
(ISBN13: 9781448692729)"
3.18,367,1400066328,Deborah Tannen,,,Random House,92,,,,Non Fiction,You Were Always Mom's Favorite!: Sisters in Conversation Throughout Their Lives
4.07,"2,429",0316085251,Jo Ann Beard,,,Back Bay Books,327,,,January 1st 1998,Autobiography,The Boys of My Youth
3.82,"9,535",,Lisa Kleypas,,362,Avon,454,,,December 1998,Romance,Someone to Watch Over Me
4.26,"2,765",0345384725,Carl Sagan,,,Ballantine Books,105,,,January 1st 1992,Science,Shadows of Forgotten Ancestors
4.12,76,0142000639,Catherine Merridale,,,Penguin Books,17,,,January 1st 2000,History,Night of Stone: Death and Memory in Twentieth-Century Russia
4.35,"2,101",http://www.howtotrainyourdragonbooks.com/,Cressida Cowell,,,,125,,,,Fantasy,"034099665X
(ISBN13: 9780340996652)"
3.93,459,1400030935,J.D. McClatchy,,,Vintage Books,33,,,1990,Poetry,The Vintage Book of Contemporary American Poetry
3.56,"8,570",006054094X,Gavin Menzies,,,Harper Perennial (NYC),766,,,January 1st 2002,History,1421: The Year China Discovered America
4.07,"1,658",1841193976,Philip Sugden,,,Robinson,94,,,1994,Non Fiction,The Complete History of Jack the Ripper
3.83,637,1595549005,Dorothy Love,Hickory Ridge Romance,,Thomas Nelson,83,,,,Christian Fiction,Beyond All Measure
4.04,"8,463",0307265633,Brian Greene,,,Knopf,449,,,January 25th 2010,Science,The Expanse of Reality: Parallel Universes and the Search for the Deep Laws of the Cosmos
4.25,8,0310577101,Charlie Wedemeyer,,,Zondervan Publishing Company,2,,,,,Charlie's Victory: An Autobiography
4.39,661,085786078X,Simon Tofield,,,Canongate Books,77,,,2011,Sequential Art,Simon's Cat in Kitten Chaos
3.79,484,1875989056,Peter Robb,,,,72,,,1996,Cultural,Midnight in Sicily
3.89,"11,457",0345472446,Adriana Trigiani,,,Fawcett Books,"1,072",,,January 1st 2003,Fiction,"Lucia, Lucia"
4.36,73,1857999800,Tahir Shah,,,,4,,,1995,Travel,Beyond the Devil's Teeth
4.22,515,0764208934,Deeanne Gist,,704,Bethany House Publishers,13,,,,Christian Fiction,A Bride Most Begrudging / Courting Trouble / Deep in the Heart of Trouble
3.62,"2,381",0312280440,Christina Stead,,,Picador,254,,,1940,Fiction,The Man Who Loved Children
3.50,54,1551665379,Taylor Smith,,,Mira Books,5,,,1995,Mystery,Guilt By Silence
3.67,76,052348559X,Keith Laumer,,,Pinnacle Books (Mm),2,,,,Science Fiction,The Infinite Cage
3.75,159,0394925513,Walt Disney Company,,,Random House Books for Young Readers,11,,,1974,Childrens,The Sorcerer's Apprentice
4.05,492,0192822896,Émile Zola,,,"Oxford University Press, USA",35,,,1892,Classics,La Débâcle
4.01,"3,823",0425224449,J.D. Robb,,,Berkley,130,,,October 1st 2008,Mystery,"Suite 606 (includes In Death, #27.5)"
3.86,"3,017",0765313413,Daniel Abraham,,,Tor Books,166,,,January 1st 2007,Fantasy,"A Betrayal in Winter (Long Price Quartet, #2)"
3.67,"13,662",0521293731,William Shakespeare,,279,Cambridge University Press,491,,,1609,Plays,The Winter's Tale
4.11,28,158182470X,Gregory Wilbur,,,Cumberland House Publishing,4,,,,Biography,Glory And Honor: The Music And Artistic Legacy of Johann Sebastian Bach (Leaders in Action) (Leaders in Action)
4.21,945,0756406013,C.J. Cherryh,,,DAW Hardcover,56,,,,Science Fiction,Deceiver
4.15,"1,450",0385341938,Diana Peterfreund,,,Delta,112,,,January 1st 2008,Womens Fiction,Rites of Spring (Break)
3.90,"1,517",,Patricia A. McKillip,,,Ace Hardcover,227,,,October 25th 2010,Fantasy,"0441019579
(ISBN13: 9780441019571)"
3.85,418,0553374400,Jorge Amado,,,Dial Press Trade Paperback,36,,,1988,Fiction,O Sumiço da Santa
4.10,267,0439250625,Kathryn Lasky,,,Scholastic,13,,,1999,Historical Fiction,"The Royal Diaries (Boxed set of 4) Elizabeth I; Isabel, Jewel of Castilla; Cleopatra VII; Marie Antoinette"
4.15,"2,156",0446559253,Cynthia Eden,,,Forever,160,,,January 1st 2011,Romance,"Deadly Lies (Deadly, #3)"
4.00,280,9726611989,Sophia de Mello Breyner Andresen,,,Figueirinhas,7,,,1962,Classics,Contos Exemplares
3.46,"1,134",0425164160,Kevin J. Anderson,,,Berkley,11,,,,Media Tie In,"Trouble on Cloud City (Star Wars: Young Jedi Knights, #13)"
3.95,"14,730",0062068520,Sarah MacLean,,,Avon,"1,230",RITA Award by Romance Writers of America for Best Historical Romance (2013),,February 2012,Romance,A Rogue by Any Other Name
4.24,"6,334",,Cherise Sinclair,,,Loose Id,314,,,,Erotica,"1607378809
(ISBN13: 9781607378808)"
3.72,"1,398",0446561924,Don Winslow,,,Grand Central Publishing,155,,,October 14th 2010,Thriller,Satori
4.71,510,,Satyajit Ray,,,Ananda Publisher,6,,,,Mystery,8177564803
4.21,"1,733",,D.B. Reynolds,,,"ImaJinn Books, Inc",172,,,,Romance,B009WFR5PM
3.80,345,3442753139,Håkan Nesser,,,btb,27,,,2010,Mystery,De ensamma
3.90,"1,610",0060737069,Peter Abrahams,,,HarperCollins,185,Agatha Award Nominee for Best Childrens Young Adult (2006),,April 25th 2006,Mystery,Behind the Curtain
4.01,"3,583",0451212495,John Jakes,,,Signet,74,,,January 1st 1975,Historical Fiction,"The Seekers (Kent Family Chronicles, Volume 3)"
3.82,784,2266115405,Penny Vincenzi,,,,50,,,1993,Fiction,An Outrageous Affair
4.38,135,1594099812,Ichirou Ohkouchi,,,Bandai Entertainment,9,,,May 1st 2007,Sequential Art,コードギアス 反逆の: Stage 0 Entrance
3.87,"4,521",0399154191,Clive Cussler,,,Putnam Adult,196,,,,Adventure,The Navigator
3.88,"1,993",0752827499,Lawrence Block,,,Orion,125,,,1976,Mystery,Time to Murder and Create
4.32,"2,270",0140059032,P.G. Wodehouse,,,Penguin Books,47,,,January 1st 1981,Humor,Life at Blandings
